"AccountEnabled","DeviceId","DeviceOSType","DeviceOSVersion","DisplayName","DeviceTrustType","ApproximateLastLogonTimeStamp"
"False","56308d65-827b-41b8-bb4a-b559373b9580","Windows","10.0.19042.928","TEGUAR-076","ServerAd","12/7/2021 17:13:47"
"True","27ddb72f-bb17-44d8-ba59-80ea96afa786","IPhone","12.1.4","iPhone de Yolaine","Workplace","3/9/2019 13:30:54"
"True","b7e5e73f-aba7-4856-b5a1-f347743f2c38","Windows","10.0.19042.928","DESKTOP-NTLPF1C","Workplace","5/5/2021 23:10:48"
"True","d1c578c9-62d0-4913-98d8-5c2ae0c6581c","IPad","14.0.1","iPad de masimard","Workplace","12/10/2020 22:26:09"
"True","b3ebdb85-bf9c-4137-a01f-8404d40e4886","Windows","10.0.17134.1667","PMSCYUL1PLAP294","ServerAd",
"True","7ba91804-d7fb-43ce-b7fd-388e87571836","Windows","10.0.15063.0","PMSCYUL3PLAP124","Workplace","11/14/2018 15:31:44"
"True","f7347a30-f774-4dd1-ba80-0e4c9be65df2","Windows","10.0.17134.1667","PMSCYUL3PLAP051","ServerAd","8/30/2020 15:04:50"
"True","32c20235-9656-4fe5-a9f8-2cf9588f796d","Windows 10 Enterprise 2016 LTSB","10.0 (14393)","KORSCH04-RM","ServerAd","12/9/2021 05:34:55"
"True","70985f3c-55b0-4991-a93b-0bda8d252939","Windows","10.0.17134.648","PMSCYUL1PLAP441",,
"True","29ddaffb-cb50-43ca-8a81-a62a3fa96f59","IPhone","11.3","iPhone de Daniele","Workplace","4/10/2020 01:28:38"
"True","09ae8afe-a478-4aa8-84d5-a8138c99df18","Windows","10.0.19043.1288","PMSCYUL1PLAP402","ServerAd","11/18/2021 14:55:55"
"True","749d3a73-06c4-409a-8557-132e0f8fef10","Windows","10.0.17763.1282","TVPCTEST","ServerAd","8/6/2020 13:47:27"
"True","aa2b0925-6a47-4db9-baee-9e6c54b6ad48","Windows","10.0.19043.1348","PMSCYUL1PWKS082","ServerAd","12/5/2021 22:28:18"
"True","0945f59a-91c8-48d8-83f0-a3b21a67fc28","Windows","10.0.19042.1348","LENOVO-AVEGA","Workplace","11/13/2021 16:31:30"
"True","e2e59005-3150-4291-8080-bd6d4c741cca","IPhone","13.5.1","Dale Meisner?s iPhone","Workplace","1/8/2021 21:30:59"
"True","5de45112-9287-4edf-bb06-806f6ec9ca87","IPhone","14.6","iPhone","Workplace","6/18/2021 00:06:31"
"True","aeb67944-aed7-4be2-837c-f1b7dce9d7a3","Windows","10.0.15063.0","PMSCYUL1PLAP326","Workplace","10/11/2018 14:29:51"
"True","e35042d4-efe3-492d-9200-b87df21be6ea","Windows","10.0.19042.867","PMSCYUL1PWKS108","ServerAd","5/4/2021 01:58:04"
"False","eb19608b-08c6-4c70-a4e3-c026f22a201c","IPhone","13.6.1","Jennifer?s iPhone","Workplace","8/29/2020 05:27:02"
"True","638fc316-a758-4ab9-940e-3e5c54186856","IPhone","14.4.2","iPhone","Workplace","8/26/2021 06:29:57"
"True","b7ea92fd-4617-4259-a346-c7b52b3ac797","Windows","10.0.17134.1184","PMSCYUL1PLAP102","ServerAd","12/12/2020 10:17:09"
"True","7d84989a-02ac-4198-a66d-4acca417e9c3","Windows","10.0.17763.0","CACALNB38525","Workplace","10/22/2021 02:20:38"
"True","4bf748ae-a8e4-4f89-b448-ad236cc3bbd1","Windows","10.0.18363.0","PMSCYUL1PWKS156","ServerAd","12/14/2020 15:37:27"
"False","a290dc26-8493-4cef-b6e8-bfdca8f5057e","Windows","10.0.19042.985","ORDI-DE-MARIAMA","Workplace","6/6/2021 15:54:00"
"True","203dd3f8-a3f4-461c-9c2e-10bc4cb32fc9","Android","8.0.0","samsungSM-A520W","Workplace","3/3/2021 03:04:39"
"True","367e8a00-ee93-4c02-a33d-87a320b60b93","Windows","10.0.19042.1237","PMSCYUL1PWKS162","ServerAd","10/8/2021 20:20:58"
"False","7b96dd90-f7aa-4b6d-8cf0-81cc81ae0177","Windows Server 2016 Standard","10.0 (14393)","PHIPRGCTXVDA12","ServerAd",
"True","bc1f0d54-6896-4769-b7e4-3b9ae5a74a55","IPhone","13.3","Leksa","Workplace","12/27/2019 02:27:58"
"True","960fc915-e6d0-42bc-a33a-f66a9cf0fe43","Android","9","samsungSM-G955W","Workplace","10/21/2021 01:54:50"
"True","a62d41ef-4552-4a75-978b-02203817352d","Android","10","HUAWEIEML-L09","Workplace","1/29/2021 16:33:07"
"True","f89aac7f-d1ea-45d8-9b8f-f76b3c3996bb","IPhone","14.3","iPhone SCr","Workplace","4/21/2021 09:41:46"
"True","b46236b4-18c6-41bd-a973-1c5bf2ca1bb3","IPhone","12.4.1","Alina?s iPhone","Workplace","10/2/2019 02:43:05"
"True","c56d6f03-0d21-4c07-9abf-e77ddd5d98b1","iOS","14.4","iPhone - Emily","Workplace","6/10/2021 22:08:59"
"False","31d104a3-089b-477c-9774-50015a30e4d1","iOS","13.6","iPhone","Workplace","11/8/2020 04:15:27"
"True","b7727c1d-8700-4654-af6e-d3c0f8ddf305","Windows","10.0.19044.1526","PMSCYUL1PLAP171","ServerAd","3/4/2022 18:27:21"
"True","d27f3787-c1ae-44d3-8068-b1cc3df49f41","Windows","10.0.15063.0","PMSCYUL1PLAP042","Workplace","9/5/2018 18:20:22"
"True","7b34a72b-cf89-4e1f-901b-9250ccfd56d8","Android","10","samsungSM-A515W","Workplace","8/3/2021 00:14:16"
"True","d3b62406-c3b4-45f8-a4f7-c9023e047d12","IPhone","14.7.1","Dale?s iPhone","Workplace","8/18/2021 12:18:19"
"True","4d33c246-3c99-4352-a96b-6a7dd580c058","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PLAP049","ServerAd","8/26/2019 13:04:43"
"True","e7a333ea-743e-4909-9615-a1b5e59c5040","Windows","10.0.15063.0","PMSCYUL1PLAP887","Workplace","10/14/2019 12:44:17"
"True","2f92686c-775e-46a3-8598-358d0cd9c0df","Windows","10.0.19042.1165","DESKTOP-BQCVFJF","Workplace","2/17/2022 15:23:48"
"True","e75043d6-f7d7-4efd-88d3-f9366a267c87","Windows","10.0.19042.1348","TEGUAR-074","ServerAd","11/24/2021 15:28:01"
"True","8e9b7ad7-a51b-4df5-8816-02ca7fc57c2f","IPhone","15.4.1","iPhone Juliette C.",,
"True","0ed3d172-63b0-4fb2-a0b5-52a7141166a2","Windows","10.0.17763.973","DESKTOP-BOTAEER","Workplace","8/12/2020 22:24:49"
"True","12ae24ee-713f-417b-a123-1c6409d4a155","Windows","10.0.17134.471","PMSCYUL1PLAP495",,
"True","33dfe9cf-4c22-4f75-86dd-8f05fe91e193","Windows","10.0.15063.0","PMSCYUL1PLAP614","Workplace","9/20/2018 14:16:51"
"True","41b54b20-0b7f-41ec-a87b-1641543edad8","Windows","10.0.19043.1348","PMSCYUL1PLAP879","ServerAd","2/14/2022 17:11:52"
"True","dfd9fcb1-a2a0-4d97-af8d-ec07bbd93746","Windows","10.0.18363.2037","PMSCYUL1PLAP500","ServerAd","2/5/2022 00:39:32"
"False","79dce96d-a110-4ce8-a4f8-e2f113795345","Windows","10.0.18363.0","DESKTOP-7JIFKPM","Workplace","5/26/2020 04:40:25"
"True","a7d0e1e5-cb98-4ba1-a429-a85750e2087e","Windows","10.0.19041.928","PMSCYUL3PLAP189",,
"True","f843f087-a6ec-4e6c-a9e4-2470737dfcea","iOS","14.2","iPhone","Workplace","12/7/2020 18:38:48"
"True","296c917a-da4b-48dd-9981-da510ae49b73","IPhone","1.0","fdion?s iPhone","Workplace","12/22/2020 19:36:33"
"True","c869d93f-0335-477b-a263-6f25caf5189d","Windows","10.0.19042.928","DESKTOP-JVD6TEJ",,
"True","6a0b6914-7eb5-41d6-af5a-f49e366dbb7c","Windows","10.0.19041.421","LENOVO-GCASSANA","Workplace","11/1/2021 14:39:54"
"True","7921e541-3bb3-4474-9153-0d52d13c8156","IPad","12.4.5","Lorna Alvaro?s iPad","Workplace","4/28/2020 20:26:48"
"True","144a7223-bd16-4fd2-9126-c3f04be63978","Android","10","samsungSM-A505W","Workplace","8/9/2021 07:58:24"
"True","83385b5b-0829-4279-b5e3-3b2fc95afb5a","Windows","10.0.17134.523","PMSCYUL1PLAP337",,
"True","c834d030-0292-43dd-9d9e-80ca7dd8d70d","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP930","ServerAd","1/9/2019 15:22:46"
"True","dd75413f-1070-40cb-b659-f3d12042e83e","Windows","10.0.17134.765","PMSCYUL1PLAP857",,
"True","d750f9ab-8c93-4d2e-ae5d-eb31aac0cc26","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP920","ServerAd","3/1/2019 15:20:18"
"True","058b756b-dcee-4170-9a2d-6aec01a9f404","Android","9.0","ConfRMSynergie_Android_2/16/2022_7:42 PM",,
"True","dcee82b1-8cc3-435e-8f0c-8fd5c7cf3fda","IPhone","14.6","iPhone de Charles","Workplace","8/20/2021 02:03:24"
"True","8d5cf1cf-2640-467b-ab59-f97ae82ab218","IPhone","14.3","iPhone","Workplace","4/7/2021 22:58:26"
"True","a69ebe10-f9ee-438e-81c6-57b804391331","Windows","10.0.18363.778","LEOK","Workplace","9/13/2021 18:48:07"
"True","007e304e-486d-4424-8e13-dbade08aea44","Windows","10.0.15063.0","FXCOYUL3PLAP813","Workplace","1/22/2019 13:43:06"
"True","0dc51d77-b9b9-4033-9b9d-3b6fbfaf02fd","Windows","10.0.18363.900","DESKTOP-3NO0NLK","Workplace","7/5/2020 16:42:14"
"True","43dc7714-c16e-482f-a70f-f876c4ae53ec","Windows","10.0.17134.885","PMSCYUL1PLAP348",,
"True","4a25e3c2-5405-44f6-995e-7113a1e98d41","IPhone","14.6","Michael?s iPhone",,
"True","e39f3c04-95ee-4257-81f4-8c4f7d1e84b8","IPad","12.1.1","iPad-Pendo","Workplace","3/13/2019 10:33:06"
"True","5bbd201b-9191-4e88-815e-f7d5806c6de8","IPhone","13.6.1","iPhone H?l?ne Yung","Workplace","12/5/2020 03:29:09"
"True","9fb707fe-c7d0-4853-980a-11bc3ff18432","IPhone","14.8.1","iPhone de Jacquelin","Workplace","12/21/2021 06:54:36"
"True","2945efdf-5aef-424f-b4fd-53998658fac2","IPhone","13.7","iPhone de Marianne","Workplace","9/6/2020 22:33:04"
"True","b668a267-4c16-4c25-92fe-ffa0e48fec56","Android","10","samsungSM-G973W","Workplace","11/25/2021 16:12:50"
"True","229eac89-0e99-4e96-9c53-9bc4664b4885","IPhone","14.4.2","Kevin?s iPhone",,
"True","cfee084d-80b8-495b-8250-d8c734e54aa7","IPhone","12.3.1","Joseph?s iPhone","Workplace","8/15/2019 07:32:14"
"True","a882372b-ea0b-46c7-9ab3-ea83e4540fd1","Windows","10.0.15063.0","PHARMAS-HUBRMBB","Workplace","4/17/2018 21:48:56"
"True","8d7af767-fbfc-4ed4-9b93-70e772486f59","IPad","14.4","David?s iPad","Workplace","3/21/2021 01:25:52"
"True","8bb4347b-c820-4969-bc1f-09977fa6f955","Windows","10.0.15063.0","LR-5CG7112C55","Workplace","10/4/2017 14:49:07"
"True","fa55d3d4-fa15-4472-8793-85aa64a5f8da","iOS","14.3","iPHONE Ben","Workplace","3/15/2021 20:03:10"
"True","6e3d9ece-1221-4636-b3d0-7d70ffb5e3b4","IPad","13.3.1","Sylvain iPad Pendo","Workplace","2/17/2020 14:17:56"
"True","36dc40b6-cabc-411b-bdab-422d8d5cd4aa","Windows","10.0.15063.0","PMSCYUL3PLAP173","Workplace","11/23/2018 14:10:38"
"True","6ccccd83-1974-4513-b369-a152227ddba0","Windows","10.0.17763.737","MTL01-LP-FJACOB","Workplace","1/25/2021 19:00:15"
"True","6ff86f89-a24f-48f8-b9e1-11b391b0319a","Windows","10.0.18363.1646","PMSCYUL1PLAP995","ServerAd","1/17/2022 11:30:27"
"True","315e63bf-7528-4e76-9d5f-69b3069c1763","IPhone","14.3","iPhone","Workplace","2/23/2021 14:41:35"
"True","0aa008ca-95e2-4c76-9fa5-1b049c5ba6cf","Android","8.1.0","samsungSM-G610F","Workplace","1/22/2021 17:30:56"
"True","9ff5df72-bd21-4ef5-a269-94a115bffbcc","Android","10","HUAWEIVOG-L04","Workplace","2/10/2021 19:53:59"
"True","150022c3-5020-4988-b94f-3ae36e0ec83b","Windows","10.0.15063.0","PMSCYUL1PLAP080","Workplace","12/7/2017 17:03:50"
"True","898cb4cf-d62c-4e9b-8c31-94c59f950cc0","Windows","10.0.18363.1801","PMSCYUL1PLAP981","ServerAd","1/27/2022 16:37:40"
"True","70e5e409-67db-4369-8cbb-6fd1a231929e","IPhone","12.2","Isabelle?s iPhone","Workplace","6/10/2019 04:29:41"
"True","4de52067-e9a3-4bdf-a7ae-424a0f3b37c4","Windows","10.0.19043.1348","PMSCYUL1PLAP478","ServerAd","11/16/2021 00:09:21"
"True","d69f3cf5-d48c-45a8-a10c-4fc95810f686","IPhone","12.4.1","iPhone","Workplace","9/4/2019 17:04:15"
"True","c62f4ef2-e8c6-4d03-9d51-f1e4ab87f382","Windows","10.0.18362.592","DESKTOP-QRFT2TF","Workplace","3/2/2020 09:26:49"
"True","4f8542f6-8a7c-4f50-926a-64b4078e9461","Windows","10.0.19043.1645","PMSCYUL3PLAPA10",,
"True","c653630e-f75d-4c38-bd28-5603db8a0ad7","Windows","10.0.19041.508","FXCOYUL3PLAP366","Workplace","1/2/2022 22:58:56"
"True","85712a3f-23d9-4368-be01-5349fb2f507c","Android","10","samsungSM-A515W","Workplace","1/25/2021 15:33:57"
"True","5917e396-c585-4362-8177-08f40a9dbc75","IPhone","12.3.1","iPhone de Luc","Workplace","7/16/2019 08:33:29"
"True","2ae1bed9-656e-4f8d-bdb2-0e553b982bc8","IPhone","12.4.4","iPhone","Workplace","2/12/2020 23:38:37"
"True","a3fec90b-5e51-42eb-89d6-ad0fd580f8ef","Windows","10.0.15063.0","PMSCYUL1PLAP790","Workplace","8/16/2018 17:45:03"
"True","3918f9e7-e174-4174-88f6-2e897d67c99c","IPhone","14.2","Claude-Philipp?s iPhone","Workplace","3/10/2021 03:18:49"
"True","c64dc3e5-d82e-4c2e-96b3-3438839345c5","Windows","10.0.15063.0","PMSCYUL1OLAP007","Workplace","1/24/2018 16:00:23"
"True","bc64161e-a219-4203-9f72-bbaf57ac0d4f","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP929","ServerAd","9/19/2018 04:02:47"
"True","d781b398-fc23-4bec-a525-e11b247adc7f","Windows","10.0.19041.746","DESKTOP-25EBM92","AzureAd","2/14/2021 12:44:08"
"True","ac03cde9-6690-4003-97a3-8d9494a60835","Windows","10.0.19043.1466","PMSCYUL3PLAP210","ServerAd","2/18/2022 11:24:13"
"True","d5771511-d7c9-40ce-afe9-f7d73cfc921d","Windows","10.0.15063.0","PMSCYUL1PLAP250","Workplace","9/14/2018 19:21:03"
"True","50858b35-2081-4b8c-8873-bbbc9afd1e63","Windows","10.0.19043.1348","PMSCYUL1PLAP315","ServerAd","11/14/2021 23:58:55"
"True","f80e86e6-fcfc-4f73-b6dc-b4910823ea48","IPhone","14.2","Valerie?s work iPhone","Workplace","12/21/2020 06:27:52"
"True","79d8cb5b-e011-4ad3-8d3d-82b99f55bcec","Windows","10.0.17134.471","PMSCYUL3PLAP177",,
"True","17033fde-7201-4bf2-be81-37b0db0f8a56","Windows","10.0.15063.0","PHARMAS-UNKRUDQ","Workplace","11/29/2017 19:10:07"
"True","e6c597ff-14fe-42c5-a810-2859c5059a57","Version d??valuation de Windows 10 Entreprise","10.0 (18363)","PMSCYUL1PLAP999","ServerAd","7/20/2021 20:26:09"
"True","a146ae5c-7660-4bfa-b0a8-7a37b5acec35","Windows","10.0.17134.112","PMSCYUL1PLAP339",,
"True","8eacb4ca-6c34-4cfa-b8ea-d9defe9a2345","Windows","10.0.17134.765","PMSCYUL1PLAP962",,
"True","5c933aee-c00e-4bc2-a4d4-04954f1e8ef2","IPhone","14.2","Jacynthe?s iPhone","Workplace","5/21/2021 18:21:30"
"True","853902f6-2f07-4588-9723-ebd50efbdfc6","Windows","10.0.18363.1977","PMSCYUL1PLAPA19","ServerAd","1/14/2022 10:27:45"
"True","3167f556-40d9-4e92-8c25-c6c712a65a1c","Windows","10.0.19041.450","DESKTOP-SHB1FEA","AzureAd","11/10/2021 20:56:36"
"True","eae54539-bd3f-4afd-8e7f-02e77d23acd5","Windows 10 Enterprise","10.0 (17134)","PMSCYUL1PLAP501","ServerAd","11/21/2018 16:37:16"
"True","1c0d5315-3085-47cc-a000-7bade0c143a1","Windows","10.0.16299.1087","User deleted for this device","Workplace","11/22/2020 17:58:38"
"True","5874dcc7-288c-4f7c-9af1-f085f670d52b","IPhone","12.4.4","Guru","Workplace","12/5/2020 21:28:08"
"True","9edc9206-17f4-4f88-ae30-8b90d4727333","IPad","12.4.5","iPad (5)","Workplace","3/29/2020 23:41:31"
"True","c88a6acb-f874-4c2a-ba46-416b4aa00f11","IPhone","14.7.1","iPhone de Real",,
"True","42e1d174-efa0-4eb4-81db-99a4e69f040a","IPhone","13.6.1","Dad Work iPhone","Workplace","10/7/2020 06:27:52"
"True","8d9d35db-1e54-4ff0-8c4f-2c33fb09ab26","iOS","13.5.1","Qiao&apos;s iPhone","Workplace","10/12/2021 07:22:40"
"True","295d247a-9027-4d0d-be05-979149f795db","IPhone","11.4.1","Morris's iPhone","Workplace","3/1/2020 06:41:40"
"True","e16eff91-395b-4d81-87a0-ee371d6ba7c7","IPhone","14.2","iPhone","Workplace","2/23/2021 04:32:00"
"True","7e64d5fa-2695-4bca-b229-ef83747b8b54","Windows","10.0.18363.2037","PMSCYUL1PLAP267","ServerAd","2/9/2022 19:00:11"
"True","64e8533a-4020-4669-8f50-bfdc071d15e3","Windows 10 Enterprise","10.0 (15063)","PMSCYUL4PWKS001","ServerAd","2/10/2020 10:48:10"
"True","73829254-1ec9-4450-a1e2-42bf74280bc5","Windows","10.0.19041.804","PMSCYUL1PLAPA48","ServerAd",
"True","7e81186b-bdd5-4671-bdba-36848122a574","IPad","13.4.1","Lorna?s iPad","Workplace","5/7/2020 22:55:57"
"True","b41d8239-c13c-4214-9f41-69f92a8b4fac","IPhone","13.5.1","iPhone","Workplace","8/4/2020 11:29:12"
"True","5ba0be58-5f23-4b8b-bfbf-8694dd4db01c","iOS","14.0.1","iPhone","Workplace","12/9/2020 01:13:20"
"True","85a6f177-71ac-48d1-b067-4af228e02ec3","Windows","10.0.15063.0","PMSCYUL1PLAP280","Workplace","7/26/2018 11:49:10"
"True","a156243b-9151-4e92-a62c-c874922854bb","Windows","10.0.19042.1052","WINDEV2104EVAL","Workplace","6/22/2021 23:03:26"
"True","2e6b902b-1cad-4786-9cbe-130eece47a90","IPhone","13.6.1","iPhone","Workplace","8/20/2020 11:30:04"
"True","64c9444c-fb3b-4267-ae2d-af5d95df0c0b","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP928","ServerAd","9/19/2018 12:29:54"
"True","b6a45779-4ef5-4f8a-9822-8fbfbbe30d98","iOS","14.3","iPhone","Workplace","3/29/2021 15:52:00"
"True","58b65388-2e54-4230-82ff-a396e86bf7c9","iOS","14.3","iPhone de Karyne","Workplace","4/12/2021 04:27:53"
"True","95c79cf1-9e58-4b91-944c-5426e5aaeca8","IPhone","12.4.9","WC iphone","Workplace","1/25/2021 15:27:53"
"True","586a1d8a-f91a-4391-b139-72beef73a445","IPad","13.4.1","iPad","Workplace","6/18/2021 12:15:24"
"False","fe082865-026e-4190-b960-2d44114d2b12","Windows",,"PMSCYUL1PLAP530","ServerAd","11/19/2021 15:14:12"
"True","3867397b-511f-4fc9-a1fd-0e7a9f3b6ef3","IPhone","13.2.3","iPhone","Workplace","1/16/2020 21:26:56"
"True","962a950f-c7ff-41b4-b030-3d780eb87426","IPhone","14.7.1","Anam?s iPhone",,
"True","2305dc48-5f72-4b1f-a0ec-3cd8235e216a","Windows","10.0.15063.0","PHARMAS-5MI7560","Workplace","10/4/2017 19:05:50"
"True","28ca1b26-aa12-45fb-84ef-77013838a889","Windows","10.0.19042.928","TEGUAR-079","ServerAd","12/14/2021 14:50:25"
"True","813e1cdd-17a9-498c-9a70-97c847f5d005","Android","10","samsungSM-A515W","Workplace","2/28/2022 15:39:04"
"True","0bdca0a1-ab61-4851-810f-f853ecfc2126","iOS","14.3","iPhone","Workplace","8/24/2021 21:56:32"
"True","81893007-73a7-4511-b0a7-dd5828b876b7","Windows","10.0.15063.0","PMSCYUL1PLAP134","Workplace","10/5/2018 15:37:37"
"True","a08ccddf-56a3-4053-bc66-7bd248628509","Windows","10.0.15063.0","PMSCYUL1PLAP031","Workplace","5/1/2018 15:37:35"
"True","d6377293-ce13-4c9e-b444-f3fc2773509f","Windows","10.0.19044.1466","PMSCYUL1PLAP197","ServerAd","1/31/2022 05:29:38"
"True","6a6d6739-1816-4dd4-a899-fe0d9da03e81","IPhone","12.4.4","iPhone","Workplace","3/17/2020 20:21:33"
"True","17cfc4ef-341c-4980-9f1a-a14a12161e8e","Windows","10.0.17134.885","PMSCYUL1PLAP761",,
"True","153a5b5e-a9f4-4202-9526-991d01f3abf8","Android","10","samsungSM-G973W","Workplace","1/29/2021 23:43:35"
"False","eb00cfb1-d8ba-4da5-89f5-e54c189e72f2","Windows","10.0.19042.928","PHRDVXLABWIN7","ServerAd","5/18/2021 00:37:59"
"True","b0024dc6-a0d3-4b6c-99eb-5df12f7b8669","IPhone","14.2","iPhone de Christian","Workplace","4/15/2021 20:18:51"
"True","ca51c7d8-4af6-419e-8d79-dd0801456b5f","Windows","10.0.19041.450","PMSCYULPLAP843",,
"True","ba8a1f80-97ae-4a6e-b997-13fbf6167c9f","IPhone","14.7.1","User deleted for this device","Workplace","10/20/2021 13:29:48"
"True","a5276647-4ad4-4f7f-8e7e-39210f7e4969","Android","8.1.0","ConfRMSolutions_Android_2/16/2022_7:22 PM",,
"True","d72921de-4fa4-4064-b35a-a6db271ccd49","Windows","10.0.15063.0","LAPROY-26xq3h2","Workplace","9/14/2017 15:24:40"
"True","24113f5e-394d-47a9-bbc2-4e2df8defc65","Windows","10.0.15063.0","PMSCYUL3PLAP107","Workplace","3/22/2019 15:58:43"
"True","537119f1-a8a1-401f-a1e7-24135212a79b","IPad","14.4.2","iPad","Workplace","5/16/2021 22:52:41"
"True","2eb69a50-e93e-41ed-9257-33fd3c031ca9","Windows","10.0.17134.648","PMSCYUL1PLAP076",,
"True","837c0d58-3612-4213-9de5-a4023a2590e7","Windows","10.0.19042.1266","PMSCYUL3PLAP213","ServerAd","10/12/2021 11:56:38"
"True","f02c5b55-b5de-4050-8ca1-8321cb5751c9","IPhone","12.1.4","iPhone","Workplace","3/12/2019 16:31:31"
"True","b2cad7ab-b5dd-444c-b164-e779ee785cf0","Windows","10.0.15063.0","PHARMAS-SU7DKO4","Workplace","6/28/2018 17:52:35"
"True","e929db52-6bd2-4464-bbfc-bdf7826a044b","IPhone","14.1","Mylene?s iPhone","Workplace","11/9/2020 12:44:04"
"True","c1fae865-3695-4412-8595-42a12ee0a894","iOS","14.3","iPhone Rac","Workplace","5/8/2021 21:33:23"
"True","601e9a65-b4f2-4b4b-b82f-3d3eecad1007","Windows","10.0.19041.928","DESKTOP-H42Q8PA","Workplace","7/27/2021 20:35:02"
"True","a0a123aa-4f2f-4d6b-8e2a-d069a1dba0c8","Windows Server 2016 Standard","10.0 (14393)","BOBJDEV-RM$","ServerAd","5/16/2021 00:43:49"
"True","a518aebe-b4f2-42e7-a08d-635f58ea97bf","Windows","10.0.15063.0","PMSCYUL1PLAP060","Workplace","1/15/2018 16:57:17"
"True","9f0fbb6f-1549-4360-b299-bd96697c628e","Windows","10.0.18363.1916","PMSCYUL3PLAP210",,
"True","db86555c-48d5-4d41-b8dc-77f6e2dedc3e","Windows 10 Enterprise","10.0 (17134)","LR-5CG7254J7L","ServerAd","7/10/2020 08:11:16"
"True","ab406b28-2eb4-4117-a3c9-475e20a6e15b","Windows","10.0.19044.1415","PMSCYUL1PLAP623","ServerAd","3/7/2022 19:26:44"
"True","29d79f06-18ef-4e03-aae1-4d13824442d5","Windows","10.0.19041.1052","DESKTOP-FBBRVP4",,
"True","e3eca7a6-5da8-4943-9902-8c74d0fa5c78","IPad","13.3.1","iPad",,
"True","209b4ec2-d45c-4af2-9efb-b7a416ba96c6","IPhone","12.1.4","Maxime Lussier's iPhone","Workplace","5/7/2019 04:29:59"
"True","cd67ee4b-434b-45f1-977e-6b67e28e3ef7","IPhone","14.3","iPhone de Pascal","Workplace","9/13/2021 10:45:00"
"True","39bde6da-c505-4295-9197-5b95ae9debc0","Windows","10.0.17134.885","PMSCYUL1PLAP097","Workplace","3/9/2020 06:45:50"
"True","bb431525-2b1d-4946-a329-dc5b7def8d6e","Windows","10.0.19043.1237","PMSCYUL1PLAP221","ServerAd","9/28/2021 04:47:57"
"True","21f88069-65a0-493b-91dc-8c6e7f987d45","Windows","10.0.19041.928","PMSCYUL1PLAP142","ServerAd","5/22/2021 06:02:21"
"True","7f5ad1fe-09d9-418a-9298-7976e51dce93","Android","8.1.0","samsungSM-G610F","Workplace","2/6/2021 06:31:39"
"False","7f2fb690-a93b-4610-9c36-05b1815b0761","IPhone","14.4","mborisov_IPhone_2/17/2021_7:45 AM","Workplace","10/18/2021 07:33:39"
"True","935882da-6cf4-43de-89ae-18e557f452d4","Windows 10 Enterprise","10.0 (15063)","PMSCYUL1PLAP897","ServerAd","11/16/2018 22:34:34"
"True","068b6def-fef3-4925-bff8-6a0274fbee65","IPad","13.3","Chris?s iPad","Workplace","3/18/2020 21:11:42"
"True","b4e73b06-7a84-4d45-bf93-ae82e6ae5bf5","Windows","10.0.19042.928","Teguar-039","ServerAd","6/18/2021 16:32:13"
"True","fc4b931a-fc43-4cee-83b3-90fa22f69a3b","Windows","10.0.15063.0","PMSCYUL1PLAP117","Workplace","4/29/2018 15:38:29"
"True","05379e58-faf0-4cf7-ad2f-29a50a512f34","Windows","10.0.19043.1165","PMSCYUL1PLAP208","ServerAd","9/24/2021 13:48:30"
"True","1a29bd55-25ad-4fec-bbac-9a89c07d335f","IPhone","12.4.8","Julie's iPhone","Workplace","9/26/2020 17:28:32"
"True","63533eeb-56e9-4cb1-a995-da1f5a874f39","Windows","10.0.18363.1854","PMSCYUL3PLAP041","ServerAd","11/15/2021 19:11:42"
"True","baabc8c1-3e8a-4955-8123-23f9139783d2","Windows","10.0.17134.590","PMSCYUL1PLAP276",,
"False","5aa3911b-c204-4280-882e-7df51799a842","Windows","10.0.18363.2037","PMSCYUL1PLAPB55","ServerAd","1/21/2022 22:10:10"
"True","05021102-14fe-4bc4-aaa8-cf946d210e18","Windows","10.0.18363.1379","DESKTOP-1HLV43G","Workplace","2/16/2021 15:01:17"
"True","e855b999-c298-4ffc-8e96-8af79b69dacf","Windows","10.0.17134.112","PMSCYUL1PLAP277",,
"True","4646c986-edea-42f1-8491-e6314441743d","IPhone","13.5.1","iPhone","Workplace","12/4/2020 20:40:11"
"True","39f659ff-594c-4364-b605-1973c4f552c7","Windows","10.0.15063.0","PMSCYUL1PLAP625","Workplace","8/15/2018 06:08:30"
"True","db9b1f07-51eb-45e8-b3c8-ebf75a1325da","IPhone","14.0.1","jlamarre_IPhone_3/29/2021_7:41 PM","Workplace","4/19/2021 12:18:48"
"True","53b041c1-7106-485e-bc72-975df977831e","IPad","12.4.1","Janet Puchinger's iPad","Workplace","3/9/2020 21:41:53"
"True","538d9385-a74d-45ca-9efb-d6d9e2c173fb","IPhone","13.3","Karl?s iPhone","Workplace","3/31/2020 17:28:27"
"True","d58b3831-5ab5-4e33-be92-2c5bec63c205","IPhone","12.4.9","iPhone GS","Workplace","11/25/2020 03:34:55"
